release_speed,spin_axis,delta_home_win_exp
84.3,117.0,0.0
91.0,238.0,0.0
84.5,53.0,0.0
88.5,138.0,0.0
84.1,118.0,0.0
85.1,201.0,0.0
92.7,211.0,0.0
83.8,256.0,0.0
92.4,169.0,0.051
94.4,224.0,-0.021
92.9,206.0,-0.022
88.9,192.0,0.0
92.3,139.0,0.0
90.5,160.0,0.011
92.0,232.0,0.021
73.0,43.0,0.0
83.5,271.0,-0.044
93.5,214.0,0.0
94.4,210.0,0.0
96.3,210.0,-0.046
86.6,230.0,0.0
95.1,220.0,0.0
87.0,214.0,0.0
91.4,135.0,0.0
94.8,217.0,0.0
75.6,49.0,0.0
97.7,213.0,0.016
93.2,110.0,0.0
82.3,338.0,-0.005
93.0,244.0,0.077
85.9,133.0,-0.023
93.3,138.0,0.0
94.2,158.0,0.045
96.3,209.0,0.11
92.0,107.0,0.0
85.8,125.0,0.0
84.4,24.0,0.0
81.7,30.0,0.0
94.8,252.0,0.0
83.2,261.0,0.0
88.9,157.0,0.0
93.4,251.0,0.0
91.4,239.0,0.0139999999999999
84.6,84.0,-0.133
81.9,120.0,0.0
81.3,258.0,-0.086
94.0,207.0,0.0
84.5,245.0,0.0
79.4,53.0,0.0
90.0,136.0,0.0
96.8,221.0,0.0
94.3,223.0,0.0
92.8,105.0,0.0069999999999999
91.7,184.0,0.0
89.0,144.0,0.0
89.4,166.0,0.0
92.5,199.0,0.013
96.7,216.0,-0.08
77.3,340.0,0.0
89.7,218.0,0.0
102.5,226.0,0.0
93.8,211.0,0.0
93.1,212.0,0.0
83.0,134.0,0.0
90.7,141.0,0.0
85.7,185.0,0.0
89.6,164.0,0.0
89.7,212.0,0.0
90.4,238.0,0.0
79.8,191.0,0.0
76.5,54.0,0.0
96.8,212.0,0.0
94.8,195.0,0.003
81.3,41.0,0.0
80.8,119.0,-0.042
82.1,29.0,0.0
84.8,84.0,-0.037
88.1,111.0,0.0
94.4,214.0,0.0
89.8,213.0,0.0
97.1,225.0,0.0
97.1,164.0,0.0
94.1,150.0,0.0
95.4,236.0,0.018
89.8,125.0,0.0
88.1,160.0,-0.084
95.0,202.0,0.0
85.7,291.0,0.046
85.7,136.0,0.0
87.3,233.0,0.0
89.2,168.0,0.0
92.2,155.0,0.0
85.4,242.0,0.0
79.9,96.0,0.0
83.1,58.0,0.0
83.3,127.0,-0.0069999999999999
90.6,137.0,0.0
90.8,144.0,0.0
83.7,237.0,0.0
90.4,208.0,0.0
86.5,242.0,0.027
89.7,251.0,0.0
95.2,187.0,-0.038
91.9,241.0,0.0
89.7,131.0,-0.016
88.8,247.0,0.0
92.6,132.0,0.0
89.4,110.0,0.0
86.8,255.0,0.0
92.6,206.0,0.0
89.5,238.0,0.0
92.7,195.0,0.0
88.0,203.0,0.0
86.1,191.0,0.0
86.4,159.0,0.0
93.8,247.0,0.0
92.7,181.0,0.0
75.8,53.0,0.0
81.8,241.0,0.0
92.6,177.0,0.015
95.7,234.0,0.0
80.6,31.0,-0.006
96.4,127.0,0.0
90.7,140.0,0.0
88.9,217.0,0.0
89.1,128.0,0.0
95.3,223.0,-0.012
86.9,266.0,0.0
94.2,189.0,0.0
89.8,111.0,0.027
89.2,109.0,0.011
91.2,194.0,0.0
76.8,82.0,0.0
86.6,239.0,0.022
91.1,148.0,0.0
91.5,220.0,0.0
90.8,241.0,0.0
82.0,316.0,0.0
81.0,325.0,0.0
86.6,124.0,0.0
86.5,120.0,0.0
89.8,196.0,0.0
85.0,260.0,0.0
91.8,188.0,0.013
88.2,142.0,0.0
94.5,220.0,0.001
85.3,91.0,-0.04
91.0,177.0,0.0
78.6,345.0,0.0
95.0,242.0,0.0
85.4,179.0,0.0
75.4,325.0,0.0
90.0,195.0,0.0
93.5,143.0,0.0
92.7,219.0,0.0
90.9,210.0,-0.043
90.7,235.0,0.0
79.9,314.0,0.0
83.1,76.0,0.0
93.8,195.0,0.01
90.5,197.0,0.0
85.8,146.0,0.0
99.1,198.0,0.0
91.1,155.0,0.0
90.7,114.0,0.0
80.3,240.0,0.0
85.0,131.0,-0.0139999999999999
80.9,93.0,0.0
81.2,287.0,0.0
91.9,241.0,0.0
80.7,237.0,0.0
82.3,189.0,0.0
88.0,234.0,0.0
86.6,33.0,0.0
84.1,53.0,0.0
93.5,216.0,0.0409999999999999
86.3,148.0,0.0
81.6,144.0,0.0
93.7,222.0,0.0
79.7,52.0,0.027
96.1,198.0,0.0
84.0,39.0,0.0
94.1,186.0,0.004
87.8,136.0,0.0
90.1,156.0,-0.001
84.7,152.0,0.0
92.2,215.0,-0.043
96.4,237.0,0.0
89.0,120.0,0.0
86.4,260.0,0.0
94.1,158.0,-0.031
86.4,192.0,-0.031
93.4,150.0,0.0
90.2,222.0,0.0
91.7,169.0,0.0
96.8,211.0,0.0
92.9,213.0,0.0
93.4,218.0,0.011
91.3,253.0,0.0
81.9,21.0,0.0
90.9,117.0,0.0
83.0,237.0,0.0
90.0,240.0,0.0
92.4,207.0,0.0
82.4,49.0,0.0
94.3,215.0,0.0
88.6,187.0,-0.021
91.9,140.0,0.0
81.5,332.0,-0.032
79.5,129.0,0.043
81.5,232.0,0.0
83.6,228.0,0.0
84.4,260.0,0.0
97.2,188.0,0.0
94.8,202.0,0.0
85.4,126.0,-0.001
95.4,195.0,0.0
94.1,202.0,0.0
95.0,208.0,0.0
89.6,136.0,0.0
93.4,125.0,0.0
91.4,220.0,0.0
73.0,346.0,-0.034
82.5,249.0,0.0
91.6,194.0,0.0279999999999999
78.8,64.0,0.017
84.2,121.0,0.0
89.4,131.0,0.025
93.9,157.0,-0.115
95.6,177.0,0.0
79.5,43.0,0.0
85.8,190.0,0.0139999999999999
90.0,233.0,0.0
90.8,134.0,0.0
97.4,198.0,0.032
95.7,193.0,0.0
83.2,136.0,0.0
88.3,116.0,0.0
84.9,79.0,0.0
87.0,238.0,0.0
83.5,134.0,0.0
88.8,133.0,0.0
94.6,224.0,0.0
79.7,130.0,0.0
93.0,219.0,0.0
87.7,151.0,0.0
96.6,209.0,0.017
92.9,206.0,0.015
81.8,46.0,0.019
82.3,273.0,0.0
93.4,208.0,0.0
91.8,166.0,-0.0139999999999999
84.1,36.0,0.004
97.0,212.0,-0.008
93.7,229.0,-0.01
90.1,183.0,0.017
93.5,213.0,-0.033
81.5,37.0,0.0069999999999999
92.0,195.0,0.0
84.7,103.0,0.0
70.1,273.0,0.0
80.9,67.0,0.0
81.2,57.0,0.0
93.3,227.0,-0.0279999999999999
84.1,28.0,0.0
97.9,205.0,0.0
96.7,208.0,0.0
89.9,121.0,0.0139999999999999
81.1,19.0,0.0
86.6,209.0,0.0
83.4,84.0,0.0
82.9,91.0,0.0
69.7,315.0,0.0
92.4,227.0,0.0
93.7,228.0,-0.128
82.3,65.0,0.0
95.1,242.0,0.0
91.7,178.0,0.0
81.3,63.0,0.0
92.3,147.0,0.0
96.9,207.0,0.057
84.0,32.0,0.0
90.5,245.0,0.0
77.4,15.0,0.0
97.6,212.0,0.002
91.0,169.0,0.021
78.2,3.0,0.0
89.4,202.0,0.0
93.7,237.0,0.0
85.1,194.0,0.0
93.4,236.0,0.0
84.0,246.0,0.0
88.7,243.0,0.0
90.3,153.0,0.0
83.9,86.0,0.0
93.1,207.0,0.0
93.9,167.0,0.03
92.9,197.0,0.0
84.1,233.0,0.008
90.1,201.0,0.0
83.0,238.0,0.0
90.6,181.0,0.0
92.7,171.0,0.0
86.7,252.0,0.0
87.9,246.0,0.0
86.7,178.0,-0.026
90.8,232.0,0.0
92.7,192.0,0.0
97.0,148.0,0.0
92.5,201.0,0.0
95.7,197.0,0.0
95.3,178.0,0.0
97.1,232.0,0.0
87.7,194.0,0.0
88.5,210.0,0.0
81.4,289.0,0.0
87.3,131.0,0.004
86.7,180.0,0.0
88.7,238.0,0.0
89.4,180.0,0.0
80.9,78.0,0.0
85.1,164.0,0.003
95.7,203.0,0.0
90.5,228.0,0.0
86.5,257.0,-0.096
97.7,163.0,0.0
91.5,195.0,0.0
80.3,106.0,0.0
87.2,127.0,0.044
92.4,226.0,0.0
81.5,287.0,0.0
85.9,223.0,0.0
80.6,73.0,0.0
76.3,48.0,0.0
96.6,191.0,0.0
84.6,171.0,0.0
78.3,35.0,-0.026
70.5,295.0,0.0
93.1,226.0,0.0
94.2,220.0,0.0
86.7,103.0,0.0
93.7,216.0,0.0
84.0,134.0,-0.001
91.1,160.0,0.0
80.1,64.0,0.0
86.2,110.0,0.0
85.0,249.0,0.0
90.8,222.0,0.0
94.2,188.0,0.0
92.7,222.0,0.017
82.8,118.0,0.0
86.3,146.0,0.0
96.0,206.0,0.0
85.8,261.0,0.0
85.6,164.0,0.0
93.6,159.0,0.0
94.3,232.0,0.0
75.1,36.0,-0.021
86.6,257.0,0.0
93.1,146.0,0.0
96.3,208.0,0.0
90.9,235.0,0.0
90.2,140.0,0.0
88.9,255.0,-0.052
85.2,99.0,0.0
92.8,207.0,0.0
96.6,247.0,0.03
79.7,341.0,0.0
88.5,230.0,0.0
92.1,189.0,0.0
85.6,264.0,0.0
86.5,274.0,0.0
91.6,225.0,0.201
84.3,248.0,0.0
95.0,189.0,0.0
90.3,193.0,0.0
82.2,209.0,0.0
96.3,236.0,-0.012
77.4,44.0,0.0
89.6,218.0,0.0
87.0,158.0,0.0
84.1,88.0,-0.033
80.5,341.0,0.0
89.7,159.0,-0.012
84.8,225.0,0.0
93.6,209.0,0.0
86.0,127.0,0.0
92.1,138.0,0.024
89.8,123.0,0.0
94.6,200.0,0.0
94.5,236.0,0.021
89.9,247.0,0.0
99.3,192.0,0.0
90.0,237.0,0.012
93.0,251.0,0.0
88.9,57.0,-0.011
78.1,48.0,0.0
87.3,148.0,0.0
79.4,333.0,-0.012
82.6,65.0,0.0
96.9,214.0,0.016
94.5,154.0,0.01
86.2,203.0,0.0
90.6,128.0,0.0
97.0,204.0,0.0
90.7,111.0,0.0
92.1,195.0,0.0
89.3,215.0,0.0
90.9,133.0,0.0
90.8,220.0,-0.011
85.8,249.0,0.0
77.4,201.0,0.0
85.0,204.0,-0.005
91.9,213.0,0.0
96.3,223.0,0.0
78.2,284.0,0.0
97.1,167.0,0.0
98.3,213.0,-0.002
96.6,194.0,0.054
85.3,117.0,0.0
90.8,229.0,0.47
93.8,217.0,0.0
95.6,218.0,0.0
93.0,235.0,-0.04
86.8,257.0,0.0
89.2,205.0,0.0
86.9,116.0,0.0
86.0,110.0,0.0
92.4,225.0,0.0
80.6,125.0,0.0
92.2,160.0,0.0
86.7,152.0,0.0
93.5,222.0,-0.066
90.5,154.0,0.135
87.5,107.0,0.061
85.1,93.0,-0.009
92.1,207.0,0.0
88.0,276.0,0.0
89.5,216.0,0.0
91.3,142.0,0.0
93.4,174.0,0.0
84.8,225.0,0.0289999999999999
92.7,128.0,0.044
82.1,45.0,0.0
91.8,141.0,0.0
85.2,142.0,0.0
91.1,186.0,0.0
84.7,218.0,0.0
